title,number
冠　越前国吉田郡吉野村石ケ谷発掘　（37-01）,pc002345-0001
男子埴輪土偶　下総国猿島郡新郷村大字中田町発掘　（高七五．七糎）　（38-01）,pc000682-0001
男子埴輪土偶　上野国佐波郡采女村大字淵名発掘　（高五〇糎）　（39-01),pc003047-0001
武装男子埴輪土偶　（上野国新田郡世良田村大字世良田発掘）　（和田千吉氏出品）　（高一三九糎） （40-01）,pc010124-0001
女子埴輪土偶　（和泉国泉北郡舳松村仁徳天皇陵発掘）　（高一八．七糎）　（諸陵寮出品）　（40-1）,pc000866-0001
鞍（前輪後輪）　（木部補修）　筑前国糟屋郡勢門村大字若杉発掘　(1）,pc020213-0001
勾玉（原寸大）　讃岐国仲多度郡白方村発掘（硬玉製）　山城国綴喜郡八幡町字八幡町発掘（碧玉製）　43-01,pc002674
管玉　山城国綴喜郡八幡町大字八幡町（碧玉製）　信濃国諏訪郡平野村（鉄石英製） 右ニ同ジ（碧玉製）　肥前国東松浦郡玉島村（ガラス製）　上野国群馬郡佐野村（碧玉製）　備後国蘆品郡有磨村（水晶製）　肥前国東松浦郡玉島村（碧玉製）　伊勢国鈴鹿郡国府村（瑪璃製）　駿河国庵原郡高部村（碧玉製）　6/7　44-01,pc000726-0001
鍬頭　備後国双三郡吉舎村発掘　美作国眞庭郡八束村発掘　46-01,pc002323-0001
轡　信濃国北佐久郡五郎兵衛新田発掘　信濃国上高井郡保科村発掘　肥後国玉名郡江田村発掘　47-01,pc000495-0001
鈴　出雲国簸川郡塩谷村発掘　丹波国天田郡中六人部村発掘　武蔵国秩父郡大宮町発掘　朝鮮慶尚南道金海発掘　長門国大津郡深川村発掘　上総国君津村木更津付近発掘　日向国宮崎郡瓜生野村発掘　48-01,pc000606
金銀鈿荘唐大刀　金銀荘唐大刀　（1-01）,pc020087
糸巻太刀　革巻太刀　黒漆蒔絵太刀　牛太刀　（2-02）,pc002679
黒造横刀（皇大神宮御神宝模造）　雑作横刀（皇大神宮御神宝撒下品）　（3-01）,pc002233
鳥獣葡萄鏡　（径一五・四糎）　（1-01）,pc002281-0001
瑞花鴛鴦八花鏡　（径三〇糎）　(2-1),pc002962-0001
瑞花双鳳八稜鏡　丹後国竹野郡鳥取村発掘　（径一四・六糎）　（3-1）,pc002663-0001
桜山吹蝶鳥方鏡　（径一一・八糎）　（4-1）,pc000599-0001
菊水双鶴鏡　（径二六糎）　鏡面に薬師仏像毛彫「永徳年三五月八日沙弥光道敬白」の銘あり　（5-1）,pc003026-0001
須恵器　坏　1　2　3　4　5　6　7　8　9　10　（57-01）,pc002522-0001
須恵器　瓶　50　51　52　53　54　55　56　57　（58-01）　,pc020085-0001
装飾付須恵器　播磨国揖保郡御津村発掘　備中国都窪郡山手村発掘　（59-01）,pc010241-0001
縄文式器土　信濃国上伊那郡伊那町発見　陸奥国三戸郡倉石村大字中市発見　（60-01）,pc003012-0001
弥生式土器　豊前国田川郡原田村発見　日向国西臼杵郡岩戸村発見　発見地未詳　発地見未詳　（61-1）,pc010074
アイヌの鍬先　（62-01）,pc010876
鬚篦　（63-01）,pc002627-0001
英帝御名代ノ宮コンノート殿下御入京ニ付天皇陛下御迎ノ為メ東京駅ヘ行幸謹写,pc000049-0001
桜田門外濠より参謀本部望む,pc000001-0001
東宮新御所　The Imperial Palace Tokyo.,pc000856-0001
共進会正門,pc001229-0001
芝公園七代将軍御霊屋御勅額門　The Chokugaku Gate of the Ancestral hall of the 7th Tokugawa Shogun in Shiba Tokyo.,pc000254
東京名所　浅草公園凌雲閣　Ryounkaku Touer at Asakusa-Park Tokyo.,pc010898-0001
銀婚式記念　The memento of the Silver Wedding　皇城二重橋,pc002731
"日本女子大学校正面　Frnt Gate of the Japan, Women's University.",pc000057
恭賀新年　巌谷小波　[年賀状],pc000962-0001
東京博覧会不忍觀月橋ヨリ第二会場観月門ヲ望ム,pc021276-0001
増上寺本堂　THE MAIN TEMPLE OF ZOJOJI,pc021033
日本橋開通紀念　明治四十四年四月　前之日本橋　日本橋,pc001091-0001
吉原芸妓,pc001567
（新称）新橋停車場,pc001402
野外室内体育器具製造　髙橋源蔵商店,pc000748-0001
（平和紀念東京博覧会）　平和塔　,pc001139
（帝都俯瞰）　広小路ヨリ上野公園全景並ニ不忍池畔ノ遠望　（其一）　UENO PARK ZENKEI,pc000301
B-01 IMPERIAL PALACE. TOKYO　宮城,pc000312
[新橋駅　入場券付／回数乗車券付]　,pc020211-0001
[テーブルのやかんや水差し],pc002195-0001
銀座附近　大正十二年九月一日大震災,pc000196
不忍池　TOKYO-LOTUS　POND.SHINOBAZU.,pc000966-0001
鶴見埋立地全景,pc000757-0001
芝浦製作所全景　愛宕山,pc000066-0001
（復興ノ東京）　上野公園ヨリ浅草本所方面ヲ望ム　其一,pc020009-0001
神苑,pc010273-0001
山王ホテル　熱海支店　SANNO HOTEL,pc001398
THE EIGHTH WORLD'S SUNDAY SCHOOL CONVENTON HALL TOKYO JAPAN.　第八回世界日曜学校大会,pc010259
"東京京橋　THE BRIDGE OF KYOBASHI, TOKYO.",pc020321-0001
東京駅　STATION TOKYO,pc020376-0001
(東京名所)　上野公園西郷銅像　NO 107 THE Coppor-Statue Saig? Park Uyeno Tokyo,pc000537-0001
表慶館,pc002505-0001
皇居二重橋,pc001555-0001
東京三井呉服店,pc010888
帝国美術院第二回美術展覧会出品　家鴨の群　相模金三郎氏筆,pc000621
帝國美術院第六回美術展覧会出品　草に座す女　清水良雄氏筆,pc010368-0001
銀座尾張町,pc002961-0001
明治四十年三月二十日ヨリ　会場上野公園　東京勧業博覧会　東京府　第一■■正門　杉崎秀明著作,pc020028
英帝より御贈進の元帥杖　天皇陛下　御名代宮コンノート殿下,pc020609
茅場町[関東大震災],pc002458-0001
惨憺タル横浜ノ大災害地亀裂遭難者陥没　不安ナガラニ家族ヲ尋ネル人々[関東大震災],pc000065-0001
吾妻橋畔ノ屍体[関東大震災],pc000419
東郷神社　御神池ヨリ隣接海軍館ヲ望ム,pc001235-0001
放送会館　第七和楽演奏室,pc001116-0001
大倉公園付近　藤木川清流,pc010365-0001
元箱根ヨリ塔ヶ島離宮ヲ望ム　Old at Hakone.,pc020214-0001
箱根関所ノ模写,pc001150
(箱根名所)湖畔より駒ヶ嶽を望む　View of Hakone Lake.,pc020060-0001
相州湯河原名所　大倉公園の清流　FAMOUS PLACE OF YUGAWARA,pc000015-0001
翠明館　大湯より庭園を望む　湯河原温泉　翠明館　別荘の一部,pc002194-0001
(湯河原温泉)　老樹清流に相映す見付の松,pc021289
(江の島名勝)　海色更に美しき相模灘と富士の霊峯　MT.Fuji from Enoshima.,pc010891
(大東京）　帝国大学正門　The Front of the Imperial Cniversity.,pc010886
小泉八雲先生記念碑　帝国図書館前庭,pc010877
（大礼奉祝博覧会）　御外遊英国アイルランドにて鱒釣りの御遊に興ぜらるる光景,pc000389-0001
明治天皇御大葬青山葬場殿全景　大正元年九月十三日　VIEW OF THE PASSING GREAT FUNERAL JAPAN EMPERROR 13.14.15. SEPTEMBER1912.　,pc010858
理工学部に於ける風洞実験装置,pc020427-0001
きんけい　(錦鶏)　上野恩賜公園動物園,pc000394-0001
かば　上野恩賜公園動物園,pc001278-0001
はくかん　（白?）,pc021013-0001
東京科学博物館別館　(工業館)　Industrial Exhibit-gallerry of the Tokyo Science Museum.,pc000971-0001
（明治神宮）　西神門,pc001604-0001
東京市猿江尋常小学校玉川林間学校　（其ノ一宿舎前）,pc010912
"（新大東京名所）　皇城二重橋　Nijubashi, the Imperial Palace",pc020356-0001
"（東京名所）　靖国神社向大村銅像　The Bronze-Statue of Late Omura, Kudan, Tokyo.",pc010211-0001
三井銀行の夜景　The　Illumination　of　Mitsui　Ginko．　春陽堂発行,pc002026-0001
明治神宮外苑　正面ヨリ聖徳記念絵画館ヲ望ム,pc001294
[印刷文化展覧会　会場写真絵葉書],pc000033
目黒不動尊本堂　FUDO TEMPLE MEGURO TOKYO,pc002159-0001
旅館　名倉屋本店,pc002809-0001
明治四十二年六月六日　学位受領祝賀紀念　花井法学博士,pc010656-0001
日比谷図書館　明治四十一年十一月十六日　開館紀念,pc000152-0001
駒澤大学新築図書館　東面外観,pc021057
校舎全景　常田校長,pc003005-0001
研究室及図書館,pc020460-0001
東京市立駿河台図書館　正面入口,pc003187
帝国図書館,pc002040-0001
（大東京）帝国ホテル　The Imperial Hotel,pc003135
セイセキヒン　テンランクワイ　三，四月　一九〇八年,pc002536-0001
T.K　[東京美術学校図案科],pc010310-0001
東京美術学校　,pc002037-0001
(前橋名所）　岩神の飛石奇勝,pc002376
上野公園(下谷区）,pc003111-0001
（東都名勝）　芝増上寺霊殿,pc003147
(東都名勝）川崎大師の公園,pc001218-0001
陸海軍人勅諭絵葉書　木花園主人　莵道春千代謹案　大川重吉輪廓画　石谷廣隆歴史画　第壹集,pc002615-0001
In Commemoration of the Tokyo Fire Insurance Co's Removal to its Newly-Completed Building.　東京火災保険株式会社新築落成移転紀念　Tokyo Fire Insurance Co.　東京火災保険株式会社　The view seeing the Imperial palace from the tower of the office buiｌding.　我社望樓ヨリ遙ニ宮城ヲ拝ス　非賣品,pc021072
[富士山と新板改正太平武宮］,pc020287-0001
増築後の白木屋呉服店,pc000183-0001
短甲　(日向国西諸県郡真幸村発掘)　45-01,pc000996
救世軍日本本営　山室軍平からの礼状,pc000329-0001
大礼記念絵葉書　昭和三年十一月十日,pc020072
勤王家書画遺作展覧会ご案内,pc000371
港まつり　函館港祭郷土文化展覧会　昭和十ニ年七月　市立函館図書館,pc001259-0001
御大典記念御即位関係　古文書展覧会招待状,pc001224-0001
鍋島直正ニ蝦夷開拓督務ヲ命スルノ詔　明治天皇三蹤碑奉掲＝在函館,pc020297
善光寺本堂,pc001333-0001
箱根塔之沢温泉　元湯　環翠楼,pc020064-0001
［満州国皇帝陛下溥儀の肖像］,pc001434
[ライトアップされた建物],pc010502
大鳥居,pc000027-0001
明治神宮　大鳥居,pc010698
明治神宮外苑聖徳記念絵画館　壁画　【55】　教育勅語下賜　安宅安五郎筆　茗渓　明治二十三年十月三十日　宮中表御座所,pc021012-0001
軽便鉄道石材搬出之景　茨城石材合資会社　,pc000365-0001
"上野公園の桜花　CHERRY BLOSSOMS AT UYENO PARK, TOKYO.",pc002375-0001
富士瓦斯紡績株式会社保土ヶ谷工場　正門,pc020373-0001
[明治天皇大喪の礼],pc020513
人形の家全景　（文部省蔵）,pc002296-0001
悠久たり二千六百年　神武天皇橿原に於る御即位の図　吉村忠夫画,pc000232-0001
大礼紀念　太平楽之図,pc001444
昭和九年三月二十一日夜函館大火　大門より成田山方面を望む,pc000975-0001
平泉名物八鹿踊　(■鹿■■踊とも云う),pc002520-0001
（帝都名所）　京橋山下町附近と高架線　NIER YAMASHITACHO KYOBASHI,pc002372-0001
(帝都俯瞰）広小路ヨリ上野公園全景並ニ不忍池畔ノ遠望（其ニ）　UENO PARK ZENKEI,pc002964-0001
"武州高尾山　護摩堂　Gomado Takaosan, Musashi.",pc000265
"十字街附近　THE MAIN STREET, HAKODATE",pc001223-0001
函館山から望む天下の絶景　Bird eyes view from MT. HAKODATE,pc002202-0001
"函館十字街附近　JUJIGAI, HAKODATE.",pc000444-0001
函館の外人墓地　HAKODATE  GRAVEYARD.,pc001173-0001
榎本武揚　箱館戦争略記,pc020290-0001
函館の全貌　The Bird-eye View of Hakodate.,pc020192-0001
"朝の大沼湖（大沼公園）　Onuma Park, Hokkaido",pc000585
平塚常次郎氏像　武石弘三郎作,pc010685
空から見た修道院　トラピスチヌ大修道院　天使園,pc002669
北海道函館師範学校　橋本校長,pc020018-0001
（函館）　函青連絡桟橋　HARBOR OF HAKODATE.　,pc001123
御真影奉安殿落成記念　聖保禄高等女学校　,pc010409
函館公園噴水の景　其二　A View of Hakodate Park.,pc002666
岸特許型　九キロワット汽機直結直流発電機　芝浦製作所,pc002812-0001
函館碧血碑　A MONUMENT AT HAKODATE.,pc010012-0001
函毎緑叢会第三大会紀念,pc001583-0001
函館遊廓図（小樽市渡辺兵四郎氏所蔵）,pc000253-0001
函館市工業教育創始二十五年記念祝賀行事,pc000690-0001
明治四十三年春季　函館競馬会　一日　GRAND STAND,pc000133-0001
"（函館名勝）　終日殷盛を極むる大門附近　The neighbouring street of the Great Gate, most prosperous all day long. (A famous place, Hakodate.) ",pc000081-0001
函青連絡船　松前丸　THE CONNECT STEAMER S. S. MATSUMAEMARU.,pc010157-0001
 札幌グランドホテル　SAPPORO GRAND HOTEL,pc003120
三越札幌支店全景,pc002856
［横須賀軍港見学記念　観光協会　軍港・横須賀］,pc010905-0001
塩釜神社　宮城電鉄沿線名所,pc003130
南総勝浦町全景　（其一）,pc010910-0001
夕陽に輝く白樺ゴルフ場（洞爺湖名勝）,pc002374
大東京　宮城　栄えめでたく,pc002501-0001
佐藤前総長胸像,pc001313
（函館）大門前の繁栄　THE  DAIMON CROSS-ROADS OF HAKODATE.,pc010248-0001
俗界と離れ当別の高原に祈り且つ働く行者の殿堂トラピスト修道院,pc020423-0001
（函館公園の勝景）白河橋　View of Hakodate Park.,pc010055-0001
（北海道公園大沼の勝景）紅葉館より駒ｹ岳を望む　View of Onuma Hokkaido Park.,pc001254-0001
（函館）恵比須町より十字街を望む　SNOW VIEW OF EBISUMACHI STREET HAKODATE,pc010116-0001
北海道大沼公園と遊覧船　Hokkaido Onuma Koen.,pc001075-0001
湯の川トラピスト修道院　トモエアールのゴム靴合羽　耐油耐熱のパーマ製品発売中！,pc002255-0001
函館の街のみなと　PORT AND TOWN OF HAKODATE,pc020281-0001
函毎緑叢会秋季大会,pc000906-0001
当別の高原に聳ゆるトラピスト修道院　MONASTERE DE ｌA TRAPP 　修院の生や苦し死や易し,pc002245
"温泉の街　函館湯の川温泉　YUNOKAWA SPA, HAKODATE",pc002705-0001
トラピスチン修道院（函館上湯の川）　MONASTERE DE LA TRAPPISTINES,pc002257-0001
夜の盛り場函館大門通り　NIGHT-VIEW OF HAKODATE.,pc002916-0001
北海道大観　トラピスト修道院　VIEWS AT HOKKAIDO.,pc000307-0001
暑中御伺申上候　精養軒,pc002303-0001
オカダ式ロウソク　徳用経済世界一　爪印蝋燭　岡田商店　一指販売　工場主任　米国工学博士　モー氏,pc000952-0001
苜蓿社の同人と雑誌「紅苜蓿社」　　明治四十年のある日　‐函館‐　宮崎都雨　大島經男　並木翡翠　吉野白村　岩崎白鯨　石川啄木,pc001239
